,id_solicitante,id_viaje
65943,17793,1060
180239,17793,2207
107533,17793,276
145170,17794,4086
163506,17794,2922
129404,17794,1192
169378,17794,3287
367,17795,1673
17901,17795,4081
52280,17795,2612
106699,17795,127
44503,17796,2290
11237,17796,2339
84102,17796,1009
46793,17796,2714
90076,17797,972
107729,17797,4531
99347,17797,1735
91876,17797,3636
190103,17798,3126
46549,17798,3042
71538,17798,1181
176426,17798,3323
133535,17799,1577
81549,17799,284
53962,17799,2927
118293,17799,4669
77502,17800,2321
76776,17800,1765
156267,17800,2068
3947,17800,1484
130784,17801,3488
129712,17801,4588
62473,17801,2208
110347,17801,4458
24489,17802,397
130438,17802,2851
57962,17802,1486
190649,17802,1242
63779,17803,311
86551,17803,638
73248,17803,1951
125338,17803,3589
169012,17804,1083
171928,17804,3152
1024,17804,3059
133327,17804,1596
85383,17805,3010
59172,17805,3732
146508,17805,3203
16569,17805,3981
58414,17806,121
160902,17806,2583
188827,17806,2489
56928,17806,4210
190066,17807,4528
117344,17807,1943
136946,17807,533
14022,17807,4093
129134,17808,1620
111308,17808,2480
173333,17808,1560
105064,17808,3683
112312,17809,2695
190534,17809,4612
41616,17809,1887
114485,17809,1724
52785,17810,1365
190612,17810,1950
172893,17810,3267
148719,17810,774
125724,17811,641
74866,17811,3352
91432,17811,4634
116841,17811,679
18618,17812,47
195882,17812,3625
88433,17812,4909
53796,17812,306
86147,17813,1036
101600,17813,2343
120102,17813,3646
119774,17813,3407
39691,17814,3332
323,17814,3710
111830,17814,444
50560,17814,309
85750,17815,3114
141337,17815,4350
90884,17815,1020
99001,17815,2473
194293,17816,2729
95253,17816,1971
165035,17816,689
133580,17816,3747
170307,17817,2735
106408,17817,4475
76072,17817,2284
180082,17817,1282
67962,17818,4199
188972,17818,3201
150249,17818,247
60422,17818,4164
83115,17819,2601
172149,17819,1402
14156,17819,3654
89661,17819,1279
98679,17820,2386
176663,17820,1310
59973,17820,1011
46980,17820,4818
47896,17821,1842
177680,17821,2854
35563,17821,1510
114395,17821,3750
154217,17822,1222
187661,17822,3777
145717,17822,3394
67358,17822,4785
15504,17823,48
169561,17823,1976
79506,17823,1606
17858,17823,2899
83990,17824,2302
5964,17824,1794
172975,17824,1670
198161,17824,1095
27934,17825,2203
94477,17825,636
133450,17825,4633
147824,17825,358
108949,17826,1381
194329,17826,4842
142208,17826,143
59505,17826,4965
83080,17827,3687
8392,17827,3614
74686,17827,4707
189262,17827,4320
106369,17828,1689
189984,17828,1800
197781,17828,243
197029,17828,4782
45783,17829,90
23593,17829,773
138829,17829,1529
193169,17829,208
162408,17830,3656
176543,17830,4223
151435,17830,3551
179831,17830,4063
26136,17831,254
11532,17831,1259
135783,17831,503
9758,17831,4496
175007,17832,4118
89629,17832,4004
98680,17832,2386
144530,17832,579
7730,17833,1845
57672,17833,4318
156399,17833,4209
159404,17833,3716
35159,17834,2560
67435,17834,1471
40090,17834,4470
142166,17834,3958
165160,17835,1110
13862,17835,181
32151,17835,3602
160039,17835,642
154218,17836,1222
121302,17836,649
104691,17836,2429
180780,17836,4269
97076,17837,4523
65896,17837,3823
29192,17837,2897
78514,17837,1078
160451,17838,529
4722,17838,4466
197609,17838,2037
43547,17838,1911
107890,17839,242
96002,17839,1567
92038,17839,983
185831,17839,3242
92443,17840,3268
177716,17840,2628
82822,17840,2903
148190,17840,1276
153670,17841,3622
109966,17841,3957
27935,17841,2203
153981,17841,561
72459,17842,4338
38449,17842,655
58776,17842,4216
63320,17842,4112
143590,17843,3434
24331,17843,3708
96565,17843,4848
87559,17843,1057
135212,17844,3623
179626,17844,858
87839,17844,1255
94238,17844,2758
76671,17845,3200
13627,17845,1332
167200,17845,985
57086,17845,3890
175326,17846,238
82923,17846,2683
109831,17846,2767
92811,17846,1500
119623,17847,4441
137025,17847,475
144921,17847,4361
32972,17847,56
94119,17848,3071
59068,17848,3871
90715,17848,2620
89384,17848,546
7384,17849,2491
187332,17849,4987
15,17849,3722
91275,17849,4305
31105,17850,2391
74823,17850,4323
50478,17850,2183
116382,17850,2094
13509,17851,1856
60461,17851,1764
20569,17851,2589
47732,17851,4040
53466,17852,4137
77132,17852,4416
34378,17852,2784
145505,17852,2586
99192,17853,434
133954,17853,4394
48223,17853,132
141780,17853,2659
133955,17854,4394
54772,17854,1258
7809,17854,2462
100999,17854,3963
113273,17855,1465
40796,17855,1353
85501,17855,1461
75412,17855,1963
126586,17856,4600
187085,17856,492
72729,17856,668
107688,17856,3280
92677,17857,2619
119340,17857,620
90384,17857,2900
77553,17857,958
162337,17858,4931
69663,17858,2562
143321,17858,2310
100116,17858,298
87799,17859,978
84169,17859,2184
186820,17859,2079
191541,17859,571
172587,17860,4357
55976,17860,2891
181876,17860,942
17007,17860,3088
190571,17861,1415
85428,17861,4443
82053,17861,2204
49964,17861,4315
134835,17862,3311
149040,17862,1921
199259,17862,4482
45293,17862,1283
100701,17863,449
30868,17863,1026
78515,17863,1078
65542,17863,4230
79817,17864,4662
16438,17864,4444
8352,17864,4352
194951,17864,3924
192227,17865,820
28461,17865,1008
95582,17865,1064
63249,17865,3307
30177,17866,2806
17237,17866,3202
103051,17866,2436
93696,17866,3499
101733,17867,2912
39107,17867,1578
19454,17867,2240
195299,17867,497
129487,17868,4773
74002,17868,25
141155,17868,617
96279,17868,3458
125339,17869,3589
146175,17869,222
111876,17869,850
44291,17869,39
17238,17870,3202
187373,17870,3429
161530,17870,3119
112609,17870,1902
38572,17871,3875
151773,17871,1806
35475,17871,1730
84574,17871,115
11200,17872,1846
58702,17872,1503
147825,17872,358
24140,17872,3607
174970,17873,1562
77133,17873,4416
98769,17873,4365
83338,17873,2320
150955,17874,3576
120218,17874,292
39734,17874,3753
47444,17874,3147
22000,17875,3993
193352,17875,3588
111143,17875,3659
46834,17875,411
158007,17876,2230
135095,17876,4367
191387,17876,630
193089,17876,4478
133368,17877,1148
159679,17877,2010
23985,17877,1303
181594,17877,2040
63829,17878,4381
106087,17878,196
189056,17878,4517
188505,17878,994
164827,17879,1558
133690,17879,665
52960,17879,920
129624,17879,1603
125886,17880,821
33430,17880,2804
91471,17880,4852
151699,17880,2373
122122,17881,3631
73285,17881,1342
9279,17881,4084
34431,17881,3557
126939,17882,3733
138950,17882,4464
57519,17882,3492
42470,17882,2579
193011,17883,4950
55665,17883,1540
39564,17883,2356
168486,17883,4949
199189,17884,3355
53892,17884,1709
1887,17884,4529
180324,17884,1350
107161,17885,1167
184590,17885,953
85751,17885,3114
56580,17885,3107
198443,17886,4897
137137,17886,2809
129205,17886,4770
2494,17886,2625
176580,17887,1920
12330,17887,887
69464,17887,2289
46165,17887,690
47371,17888,2245
74044,17888,3620
70882,17888,2163
58083,17888,2901
64365,17889,543
175210,17889,2969
25696,17889,591
130700,17889,2828
114569,17890,3123
92594,17890,1660
57520,17890,3492
93609,17890,889
154998,17891,4580
198822,17891,4432
37777,17891,3215
99610,17891,2287
187662,17892,3777
198373,17892,3795
70607,17892,27
86103,17892,863
85038,17893,49
189194,17893,2704
44162,17893,2141
47937,17893,4070
54265,17894,2677
95699,17894,2355
28994,17894,2055
82538,17894,1109
160489,17895,237
69336,17895,1714
150130,17895,3900
129797,17895,2380
13058,17896,3396
162028,17896,4094
22880,17896,44
10649,17896,2113
48860,17897,2889
73010,17897,2529
92521,17897,1860
63493,17897,1875
30219,17898,3075
26679,17898,597
93247,17898,563
139966,17898,471
141818,17899,937
197062,17899,3410
183916,17899,3450
156067,17899,3609
68926,17900,538
193205,17900,4981
139685,17900,99
64146,17900,2314
31996,17901,3293
124140,17901,4258
163536,17901,32
67272,17901,2789
7618,17902,2116
131426,17902,707
117442,17902,3843
152542,17902,1317
161306,17903,126
141949,17903,843
24540,17903,2154
172894,17903,3267
172628,17904,1341
183980,17904,408
147030,17904,1992
51942,17904,1029
184102,17905,2521
98315,17905,4213
138573,17905,570
157918,17905,4789
133536,17906,1577
138951,17906,4464
69013,17906,2382
48520,17906,4290
61579,17907,3016
96076,17907,3720
144127,17907,2385
100337,17907,2465
185995,17908,187
187578,17908,4024
98598,17908,184
119775,17908,3407
23676,17909,2074
191589,17909,2070
32247,17909,1838
2879,17909,486
18934,17910,3275
114396,17910,3750
1843,17910,3851
76557,17910,4459
42425,17911,480
27166,17911,4767
94440,17911,3399
49762,17911,1805
121929,17912,1184
199023,17912,860
124188,17912,287
170629,17912,307
182864,17913,4168
192778,17913,4337
161404,17913,4851
179355,17913,3903
116455,17914,888
158864,17914,1545
111018,17914,2498
105357,17914,216
153910,17915,2072
110607,17915,3337
146083,17915,3237
1310,17915,429
57343,17916,2168
164029,17916,3483
48906,17916,3850
62351,17916,3937
29036,17917,505
197089,17917,609
189751,17917,4995
1483,17917,2723
17645,17918,3992
83250,17918,742
6908,17918,1357
164828,17918,1558
86028,17919,1811
2584,17919,3885
154763,17919,2917
107162,17919,1167
194491,17920,2241
161483,17920,1698
196960,17920,1038
109398,17920,88
199975,17921,4547
172771,17921,2819
119624,17921,4441
114443,17921,3183
135213,17922,3623
117540,17922,206
145129,17922,1668
93166,17922,2130
158777,17923,3968
69504,17923,1519
30869,17923,1026
58374,17923,4403
191542,17924,571
51013,17924,4741
36205,17924,956
94860,17924,4590
159901,17925,4881
153982,17925,561
167553,17925,1927
75302,17925,1240
92262,17926,716
22593,17926,4306
92846,17926,3978
48671,17926,4516
124616,17927,2874
163537,17927,32
4838,17927,4489
18503,17927,3809
7041,17928,4639
145306,17928,2924
172737,17928,4119
90843,17928,2
171758,17929,3977
4912,17929,1924
37948,17929,2752
132017,17929,2497
168769,17930,161
184103,17930,2521
69337,17930,1714
97923,17930,3225
148512,17931,3926
189752,17931,4995
69943,17931,767
10692,17931,3686
10173,17932,4326
32530,17932,1437
154915,17932,1641
168571,17932,3561
16278,17933,3864
67963,17933,4199
47290,17933,4844
110393,17933,919
116788,17934,1139
81101,17934,865
19455,17934,2240
156830,17934,2986
186884,17935,54
172150,17935,1402
57311,17935,3422
110348,17935,4458
53893,17936,1709
161912,17936,1054
92556,17936,3061
26356,17936,939
13546,17937,2407
100625,17937,1059
82337,17937,692
60978,17937,1093
132058,17938,1761
179501,17938,1908
99816,17938,1456
73541,17938,1370
45636,17939,2989
149041,17939,1921
5150,17939,2772
20060,17939,3996
4179,17940,2849
168572,17940,3561
145468,17940,837
107431,17940,2570
45978,17941,2707
146920,17941,1493
97160,17941,2546
85459,17941,3026
143107,17942,2576
63907,17942,1177
117612,17942,4476
189900,17942,998
64717,17943,329
115383,17943,2766
22130,17943,2246
160792,17943,1315
153671,17944,3622
53797,17944,306
102714,17944,4917
12967,17944,4312
109112,17945,4617
25589,17945,1101
83081,17945,3687
61879,17945,366
3637,17946,1966
150172,17946,334
131090,17946,2834
19820,17946,3641
76816,17947,409
113835,17947,4162
198989,17947,2024
26398,17947,321
178761,17948,2548
89457,17948,1281
43548,17948,1911
40376,17948,452
34762,17949,399
64635,17949,3566
83116,17949,2601
70193,17949,4194
136680,17950,2452
140673,17950,2857
70608,17950,27
169048,17950,1182
125804,17951,108
59143,17951,96
48806,17951,849
146176,17951,222
2246,17952,1131
92522,17952,1860
106051,17952,2148
33566,17952,1678
52995,17953,1187
142365,17953,991
4504,17953,2102
29234,17953,159
119377,17954,569
72282,17954,1
25258,17954,4372
60291,17954,4726
103256,17955,4558
105567,17955,1409
28331,17955,2188
9280,17955,4084
92997,17956,3668
163878,17956,778
12523,17956,4725
21751,17956,1001
129625,17957,1603
199867,17957,3109
31757,17957,40
67636,17957,2147
39155,17958,4597
94979,17958,2132
79629,17958,1138
168095,17958,2120
110066,17959,4694
12524,17959,4725
88614,17959,4610
84919,17959,3105
85752,17960,3114
183884,17960,3507
116178,17960,1766
60504,17960,3882
124385,17961,3975
33092,17961,1824
31366,17961,3393
153029,17961,259
138714,17962,3929
90913,17962,3251
146084,17962,3237
169531,17962,1825
16824,17963,4732
37226,17963,4280
25259,17963,4372
150668,17963,2940
43120,17964,3270
55205,17964,2840
187197,17964,2853
170559,17964,4481
4154,17965,3597
22841,17965,2096
75968,17965,3842
5234,17965,2216
134743,17966,3345
17036,17966,1330
33838,17966,4079
154764,17966,2917
4069,17967,2195
170745,17967,2374
112488,17967,2720
30870,17967,1026
93167,17968,2130
35354,17968,3789
18123,17968,3484
176621,17968,4704
21610,17969,2827
61880,17969,366
160161,17969,3317
173787,17969,3932
131041,17970,355
179152,17970,4066
151214,17970,300
135736,17970,1588
160714,17971,4750
37991,17971,3018
38105,17971,4766
184138,17971,2519
173440,17972,4703
196221,17972,3826
174048,17972,2305
121022,17972,893
129670,17973,4017
158654,17973,4039
16532,17973,245
145094,17973,4668
102288,17974,1786
125251,17974,4755
8509,17974,2400
95583,17974,1064
75156,17975,2743
143322,17975,2310
89216,17975,4233
150434,17975,973
146301,17976,3987
139526,17976,3008
20960,17976,3516
28749,17976,1564
28619,17977,1829
92714,17977,1487
171071,17977,3416
152818,17977,743
162484,17978,4366
111877,17978,850
15183,17978,4994
64867,17978,4335
147784,17979,4636
115423,17979,3084
104479,17979,3737
50970,17979,1669
74554,17980,446
74781,17980,812
45594,17980,3493
179799,17980,24
27047,17981,4908
105190,17981,1589
131859,17981,3110
186262,17981,457
53839,17982,714
128000,17982,1522
126801,17982,212
134199,17982,3349
71289,17983,4141
124507,17983,4262
39836,17983,2801
47416,17983,4382
181904,17984,461
9759,17984,4496
120267,17984,4777
72116,17984,103
60329,17985,4114
90802,17985,4319
282,17985,957
7542,17985,87
150865,17986,4314
164076,17986,1968
55504,17986,3211
148480,17986,1891
137955,17987,594
39565,17987,2356
51168,17987,2955
108793,17987,2629
173273,17988,3406
131001,17988,4033
133725,17988,4232
89779,17988,2252
198122,17989,3841
136637,17989,626
192871,17989,3812
8811,17989,3294
70157,17990,4827
187333,17990,4987
18124,17990,3484
107320,17990,3089
74003,17991,25
126940,17991,3733
157964,17991,52
53894,17991,1709
136755,17992,3902
37368,17992,2598
150988,17992,3971
195695,17992,111
153983,17993,561
27936,17993,2203
147663,17993,3384
180042,17993,4174
167943,17994,488
138385,17994,1416
105516,17994,2444
11669,17994,4480
125252,17995,4755
503,17995,4006
149363,17995,2600
13323,17995,2258
48313,17996,4906
123960,17996,2972
67110,17996,1424
61454,17996,908
120148,17997,515
28043,17997,2211
131142,17997,4171
76939,17997,4330
27799,17998,2910
172414,17998,3019
71329,17998,3617
109900,17998,125
195460,17999,2075
198852,17999,3736
199843,17999,651
102186,17999,995
20883,18000,700
24094,18000,4439
44599,18000,4360
131427,18000,707
92186,18001,2493
33525,18001,1031
5880,18001,3923
162029,18001,4094
65635,18002,4659
36408,18002,2261
60904,18002,2539
415,18002,4433
195979,18003,4282
3595,18003,2725
197782,18003,243
126587,18003,4600
63282,18004,2672
84217,18004,2166
52192,18004,3948
23824,18004,3621
416,18005,4433
92998,18005,3668
94712,18005,1697
191300,18005,2089
27222,18006,3347
29353,18006,4577
36575,18006,3400
86910,18006,583
117129,18007,3404
4403,18007,4085
23549,18007,3219
183311,18007,3154
132420,18008,2885
136166,18008,3643
32410,18008,3577
37992,18008,3018
184884,18009,2858
13059,18009,3396
154507,18009,4654
183419,18009,80
135214,18010,3623
3556,18010,333
145043,18010,1536
72117,18010,103
70533,18011,3108
26012,18011,580
57521,18011,3492
12644,18011,4803
147866,18012,3653
45684,18012,1094
62727,18012,3024
84136,18012,2278
25648,18013,3832
68597,18013,4222
7300,18013,4129
54773,18013,1258
118047,18014,2058
51390,18014,320
89217,18014,4233
197822,18014,2047
194050,18015,1619
56310,18015,2155
118747,18015,2225
51319,18015,3572
153065,18016,4503
180964,18016,239
148720,18016,774
31180,18016,1061
24664,18017,2140
97592,18017,4128
117905,18017,1436
179153,18017,4066
100415,18018,3624
46550,18018,3042
181666,18018,4572
68471,18018,2568
15848,18019,1134
65848,18019,3291
137411,18019,3505
78874,18019,2987
47561,18020,4244
68004,18020,4445
127925,18020,1490
98316,18020,4213
18125,18021,3484
104480,18021,3737
106444,18021,389
51279,18021,3705
125182,18022,4425
89705,18022,4375
119378,18022,569
127545,18022,391
66334,18023,2083
147785,18023,4636
18267,18023,4185
74637,18023,634
61342,18024,4879
38890,18024,2046
144531,18024,579
19784,18024,2221
196263,18025,1712
2707,18025,3028
79210,18025,1961
3349,18025,1791
91834,18026,2454
182865,18026,4168
57522,18026,3492
119178,18026,1392
102334,18027,476
73859,18027,4752
140304,18027,2060
23986,18027,1303
25649,18028,3832
100808,18028,1980
132668,18028,744
128659,18028,1097
52125,18029,4594
192474,18029,756
173831,18029,1742
191341,18029,1771
196781,18030,2815
187612,18030,1883
138386,18030,1416
164899,18030,478
8164,18031,4688
63745,18031,3684
134638,18031,1978
129713,18031,4588
176389,18032,304
161531,18032,3119
149364,18032,2600
175008,18032,4118
63574,18033,4427
44163,18033,2141
184290,18033,1865
192080,18033,2412
103981,18034,752
156034,18034,4841
107891,18034,242
69376,18034,1647
109901,18035,125
45012,18035,4135
154050,18035,1333
157919,18035,4789
63535,18036,174
27633,18036,2880
37035,18036,2138
58956,18036,2360
159316,18037,971
128780,18037,2697
158979,18037,1108
77327,18037,1156
4355,18038,3187
4214,18038,1657
5412,18038,4533
35271,18038,3752
26103,18039,4932
125340,18039,3589
98391,18039,3491
43742,18039,1847
95180,18040,3467
59909,18040,2282
64475,18040,1377
51943,18040,1029
165200,18041,4263
45106,18041,2821
67485,18041,3269
118748,18041,2225
37993,18042,3018
59100,18042,4253
28825,18042,2268
197783,18042,243
24824,18043,4053
41232,18043,4538
11670,18043,4480
75461,18043,823
68888,18044,2681
106882,18044,2646
131183,18044,2101
176496,18044,720
90259,18045,1776
198879,18045,3509
189629,18045,4973
36037,18045,4721
10373,18046,950
36079,18046,3127
135627,18046,1985
138667,18046,4895
27601,18047,1129
187703,18047,28
85039,18047,49
28462,18047,1008
103764,18048,4277
123168,18048,1005
167402,18048,1769
132720,18048,1895
33736,18049,4218
196923,18049,1285
91956,18049,1990
50065,18049,3503
102967,18050,3310
193942,18050,3264
48181,18050,3946
93120,18050,4820
149574,18051,2883
77048,18051,1165
122314,18051,3549
86396,18051,3067
11582,18052,2921
31712,18052,3816
158906,18052,463
169290,18052,4715
39602,18053,2826
187001,18053,4460
33839,18053,4079
62817,18053,414
122282,18054,3986
75233,18054,4525
25217,18054,360
67273,18054,2789
49844,18055,3101
3679,18055,653
44545,18055,3151
102474,18055,1329
95739,18056,1427
111354,18056,1967
24446,18056,4674
145469,18056,837
133956,18057,4394
178027,18057,4295
83912,18057,2702
11710,18057,413
101646,18058,3330
148721,18058,774
9534,18058,1614
106770,18058,1002
152215,18059,4810
158496,18059,1607
197676,18059,2281
193206,18059,4981
7248,18060,2749
81679,18060,2254
6780,18060,2087
158127,18060,487
130879,18061,2041
111529,18061,20
189558,18061,154
170630,18061,307
67664,18062,3481
59471,18062,2593
154587,18062,1157
183562,18062,3405
81680,18063,2254
197321,18063,3375
47733,18063,4040
149237,18063,1636
51944,18064,1029
177447,18064,1685
167078,18064,3295
127631,18064,3779
11935,18065,3741
187374,18065,3429
139571,18065,1116
103219,18065,3861
172266,18066,924
11834,18066,4355
10464,18066,1675
53963,18066,2927
194910,18067,1123
180548,18067,3962
164942,18067,3692
79455,18067,727
87998,18068,1583
197478,18068,1169
90803,18068,4319
133884,18068,3350
86512,18069,3199
164628,18069,454
174790,18069,3682
55505,18069,3211
146921,18070,1493
99193,18070,434
19611,18070,3849
24490,18070,397
144362,18071,2443
26432,18071,4069
38031,18071,2234
146887,18071,1630
35036,18072,3767
134238,18072,495
28663,18072,2836
8434,18072,3813
173133,18073,2911
43077,18073,1241
18774,18073,4082
94980,18073,2132
101000,18074,3963
1340,18074,68
126500,18074,2067
110893,18074,82
196392,18075,1158
10217,18075,2142
194601,18075,3990
35908,18075,2293
91008,18076,4342
151981,18076,417
52406,18076,3567
123332,18076,4287
185717,18077,1676
84021,18077,3289
144922,18077,4361
190023,18077,899
159090,18078,3244
158346,18078,1205
187842,18078,2003
111455,18078,4846
107759,18079,1720
69858,18079,313
180925,18079,1710
151358,18079,3226
108878,18080,2255
9535,18080,1614
103341,18080,2353
68257,18080,3329
136086,18081,1458
131262,18081,4520
43503,18081,176
36903,18081,2930
130923,18082,3914
95664,18082,2420
193207,18082,4981
105240,18082,3513
172306,18083,3097
88922,18083,3671
47217,18083,1410
109313,18083,387
132721,18084,1895
79043,18084,2392
194602,18084,3990
84497,18084,2736
97514,18085,4515
155039,18085,3886
104568,18085,4453
40664,18085,1068
175980,18086,3707
149884,18086,2215
91636,18086,676
199320,18086,1633
85212,18087,2555
3557,18087,333
35830,18087,4896
80285,18087,1861
28995,18088,2055
190920,18088,3245
31997,18088,3293
19988,18088,3961
51812,18089,697
27093,18089,1113
127256,18089,4559
151249,18089,1611
78160,18090,1549
166219,18090,745
138787,18090,2866
8812,18090,3294
12156,18091,2104
146257,18091,2177
185055,18091,2781
173552,18091,3497
135552,18092,2536
147867,18092,3653
93881,18092,4739
104784,18092,4060
169171,18093,1653
73325,18093,4521
191004,18093,2867
93792,18093,4977
110894,18094,82
133185,18094,4307
104692,18094,2429
194365,18094,23
50971,18095,1669
33253,18095,2137
148722,18095,774
77983,18095,516
116536,18096,2279
100861,18096,1957
156496,18096,1018
171882,18096,3798
59028,18097,468
167784,18097,437
164943,18097,3692
26551,18097,1065
66036,18098,483
129831,18098,3606
190417,18098,2830
92137,18098,29
25893,18099,566
127473,18099,2300
135993,18099,4436
109932,18099,4479
11795,18100,4543
110036,18100,4957
37036,18100,2138
29533,18100,3223
185094,18101,3515
83423,18101,992
172738,18101,4119
4839,18101,4489
104785,18102,4060
15505,18102,48
61965,18102,4631
66451,18102,1405
2837,18103,4059
145553,18103,1335
77869,18103,4754
166278,18103,2371
547,18104,600
92483,18104,3451
117298,18104,207
171594,18104,2133
142948,18105,4768
137604,18105,1045
174360,18105,3805
116021,18105,1244
34522,18106,2110
104826,18106,4247
93793,18106,4977
156910,18106,4697
158714,18107,3342
175817,18107,2617
94350,18107,4173
135961,18107,912
12645,18108,4803
138261,18108,4430
85384,18108,3010
163538,18108,32
193208,18109,4981
43572,18109,4959
504,18109,4006
40751,18109,3774
65176,18110,2082
55084,18110,1513
60423,18110,4164
161876,18110,1929
86824,18111,2958
179997,18111,993
48947,18111,2328
32817,18111,1063
113033,18112,1432
60330,18112,4114
117130,18112,3404
26013,18112,580
157319,18113,1014
176346,18113,3909
168392,18113,2608
104943,18113,136
28125,18114,3431
101734,18114,2912
144839,18114,3583
177211,18114,63
36537,18115,3273
60383,18115,2464
195109,18115,3370
166075,18115,2663
74151,18116,2026
192703,18116,2200
192742,18116,2711
118450,18116,4046
58821,18117,2640
64515,18117,2724
121192,18117,3815
62692,18117,166
188698,18118,2719
130107,18118,3009
189525,18118,3884
41107,18118,3146
15318,18119,2621
69505,18119,1519
3108,18119,1346
113380,18119,228
85084,18120,78
167587,18120,3911
137535,18120,3548
124697,18120,2977
140908,18121,3408
4676,18121,770
20924,18121,4630
29037,18121,505
49922,18122,1599
74945,18122,2543
148145,18122,4494
166955,18122,4373
164509,18123,3956
165284,18123,2674
43331,18123,2122
146136,18123,4779
187291,18124,4159
58957,18124,2360
164629,18124,454
193432,18124,4573
98519,18125,3727
163580,18125,2086
105155,18125,2413
72576,18125,4807
48521,18126,4290
95324,18126,2877
182366,18126,1871
164989,18126,270
34344,18127,3908
186407,18127,2823
36996,18127,2871
108879,18127,2255
102556,18128,618
78993,18128,2776
120015,18128,3711
100416,18128,3624
74512,18129,1149
24786,18129,57
97552,18129,4504
99392,18129,664
194294,18130,2729
159518,18130,4078
73739,18130,708
179759,18130,4960
158163,18131,967
161226,18131,2534
114739,18131,4471
192939,18131,1716
198272,18132,2319
101155,18132,3896
19737,18132,282
146696,18132,1179
189630,18133,4973
1223,18133,4103
57801,18133,545
166996,18133,4986
179237,18134,26
157029,18134,2239
368,18134,1673
184520,18134,1654
159595,18135,1087
116259,18135,2577
174232,18135,947
63250,18135,3307
71725,18136,1770
4404,18136,4085
174865,18136,494
127671,18136,1361
170308,18137,2735
39156,18137,4597
144730,18137,2636
138452,18137,1194
167630,18138,4524
31575,18138,4587
31713,18138,3816
137995,18138,1520
48022,18139,1176
95254,18139,1971
121193,18139,3815
150623,18139,1227
184636,18140,2345
85040,18140,49
51696,18140,852
120381,18140,794
77410,18141,2410
14866,18141,3398
115596,18141,415
198400,18141,1831
131184,18142,2101
135472,18142,2251
199976,18142,4547
171684,18142,4178
23776,18143,1930
183083,18143,4266
73409,18143,3432
78875,18143,2987
183455,18144,2738
165036,18144,689
141503,18144,4198
118368,18144,4661
5664,18145,3846
548,18145,600
141950,18145,843
29891,18145,1722
110183,18146,4914
1762,18146,2918
71125,18146,1225
99393,18146,664
32780,18147,260
50760,18147,4714
142715,18147,4501
196504,18147,1050
112715,18148,2786
129286,18148,4733
124508,18148,4262
108447,18148,4265
197030,18149,4782
159626,18149,2676
142716,18149,4501
100862,18149,1957
135666,18150,2754
84420,18150,3634
63707,18150,1358
152474,18150,1890
32444,18151,379
143434,18151,4971
57132,18151,1074
73542,18151,1370
120847,18152,3279
155713,18152,4649
159180,18152,1751
75462,18152,823
136830,18153,2709
96468,18153,855
107892,18153,242
86437,18153,1292
37037,18154,2138
34872,18154,3768
36498,18154,4428
55632,18154,2187
167403,18155,1769
139141,18155,558
148231,18155,4176
176857,18155,4422
76702,18156,308
143363,18156,3905
36038,18156,4721
139605,18156,1974
5322,18157,3694
2495,18157,2625
68513,18157,785
18170,18157,3616
154508,18158,4654
170787,18158,1858
123333,18158,4287
33431,18158,2804
27167,18159,4767
47218,18159,1410
115180,18159,3591
70807,18159,663
133607,18160,2616
165882,18160,645
169635,18160,4225
47021,18160,1807
37038,18161,2138
164704,18161,2879
134442,18161,3663
31287,18161,2931
159405,18162,3716
33347,18162,244
136681,18162,2452
76359,18162,1229
92138,18163,29
1844,18163,3851
186511,18163,4576
182256,18163,4686
150821,18164,4391
103257,18164,4558
9321,18164,1715
15027,18164,3740
131525,18165,859
19192,18165,3578
180836,18165,2839
127504,18165,3421
198273,18166,2319
172852,18166,2069
43163,18166,4313
140035,18166,3338
27318,18167,975
181098,18167,4772
60578,18167,2992
76558,18167,4459
124845,18168,4018
95019,18168,535
159902,18168,4881
81633,18168,2357
72730,18169,668
187579,18169,4024
94515,18169,4568
153421,18169,4978
166483,18170,3359
77134,18170,4416
153764,18170,498
134700,18170,4645
190067,18171,4528
84804,18171,4383
8205,18171,162
63708,18171,1358
152092,18172,882
88387,18172,2372
117443,18172,3843
182970,18172,3020
18461,18173,4816
187520,18173,4177
52234,18173,1263
11671,18173,4480
189631,18174,4973
189559,18174,154
183680,18174,1019
138715,18174,3929
31040,18175,4211
176695,18175,1509
67359,18175,4785
151130,18175,2482
129525,18176,1944
59557,18176,1273
154466,18176,3159
54043,18176,2994
127428,18177,2835
199647,18177,4149
150989,18177,3971
181797,18177,815
125805,18178,108
166833,18178,4883
56617,18178,4327
104827,18178,4247
160642,18179,3165
18571,18179,872
99476,18179,3942
98561,18179,2896
170398,18180,4691
103893,18180,3137
20498,18180,289
14913,18180,1122
90672,18181,1815
81838,18181,3984
112835,18181,4569
26399,18181,321
33692,18182,1879
46584,18182,1906
68224,18182,1854
70609,18182,27
65408,18183,4836
178962,18183,98
12802,18183,1371
22678,18183,3144
48807,18184,849
180435,18184,4819
64076,18184,2453
40709,18184,2773
72118,18185,103
193277,18185,1650
13979,18185,4429
171,18185,3734
95181,18186,3467
196844,18186,3831
25390,18186,963
136682,18186,2452
155040,18187,3886
92484,18187,3451
52744,18187,1328
141077,18187,1576
21836,18188,2182
15319,18188,2621
10747,18188,4806
12803,18188,1371
192475,18189,756
32378,18189,3099
147512,18189,3157
154666,18189,1125
42339,18190,3218
42192,18190,2209
