,id_solicitante,renta,pension,tipo_pension,estado_civil,pension_conyuge
28046,28047,0,10317,tipo_1,soltero/a,21836
28047,28048,12000,39820,tipo_10,viudo/a,11627
28048,28049,0,11055,tipo_1,viudo/a,
28049,28050,12000,29074,tipo_9,soltero/a,25364
28050,28051,8400,7231,tipo_1,soltero/a,33636
28051,28052,15000,18017,tipo_4,soltero/a,25775
28052,28053,12000,27219,tipo_8,viudo/a,29588
28053,28054,0,20976,tipo_5,viudo/a,
28054,28055,12000,35975,tipo_10,viudo/a,
28055,28056,0,41104,tipo_10,soltero/a,40499
28056,28057,12000,38668,tipo_10,casado/a,
28057,28058,0,33572,tipo_10,soltero/a,
28058,28059,15000,10528,tipo_1,casado/a,34477
28059,28060,21000,21332,tipo_6,casado/a,30248
28060,28061,12000,19897,tipo_5,casado/a,37694
28061,28062,0,23963,tipo_7,soltero/a,25906
28062,28063,12000,33725,tipo_10,casado/a,
28063,28064,21000,33785,tipo_10,viudo/a,
28064,28065,18000,6998,tipo_1,viudo/a,
28065,28066,18000,26839,tipo_8,soltero/a,32847
28066,28067,15000,17848,tipo_4,casado/a,
28067,28068,12000,25447,tipo_8,viudo/a,10882
28068,28069,8400,14832,tipo_3,casado/a,15688
28069,28070,0,42612,tipo_10,casado/a,22061
28070,28071,0,33332,tipo_10,viudo/a,
28071,28072,15000,24330,tipo_7,casado/a,
28072,28073,21000,36503,tipo_10,soltero/a,14362
28073,28074,21000,36597,tipo_10,viudo/a,12226
28074,28075,12000,31615,tipo_10,soltero/a,
28075,28076,8400,35519,tipo_10,casado/a,
28076,28077,21000,9564,tipo_1,soltero/a,
28077,28078,18000,26703,tipo_8,viudo/a,
28078,28079,21000,7468,tipo_1,soltero/a,27538
28079,28080,0,29554,tipo_10,casado/a,38979
28080,28081,15000,28743,tipo_9,viudo/a,
28081,28082,0,28242,tipo_9,casado/a,
28082,28083,12000,32056,tipo_10,viudo/a,
28083,28084,21000,36471,tipo_10,casado/a,
28084,28085,12000,20990,tipo_5,viudo/a,38866
28085,28086,15000,27141,tipo_8,viudo/a,
28086,28087,15000,12790,tipo_2,soltero/a,34335
28087,28088,12000,13418,tipo_2,casado/a,
28088,28089,0,28525,tipo_9,viudo/a,28760
28089,28090,15000,8538,tipo_1,viudo/a,
28090,28091,18000,36062,tipo_10,soltero/a,25257
28091,28092,12000,40822,tipo_10,viudo/a,
28092,28093,21000,24044,tipo_7,casado/a,
28093,28094,15000,37356,tipo_10,viudo/a,
28094,28095,8400,35708,tipo_10,casado/a,8509
28095,28096,21000,23284,tipo_7,casado/a,
28096,28097,21000,15653,tipo_3,viudo/a,
28097,28098,21000,20149,tipo_5,soltero/a,
28098,28099,18000,11978,tipo_1,soltero/a,
28099,28100,12000,16146,tipo_3,viudo/a,40322
28100,28101,18000,33065,tipo_10,casado/a,
28101,28102,8400,11478,tipo_1,soltero/a,12750
28102,28103,18000,21303,tipo_6,viudo/a,
28103,28104,12000,30096,tipo_10,casado/a,
28104,28105,21000,33044,tipo_10,viudo/a,
28105,28106,0,8457,tipo_1,casado/a,
28106,28107,21000,26007,tipo_8,viudo/a,
28107,28108,18000,12594,tipo_1,casado/a,11105
28108,28109,18000,28304,tipo_9,soltero/a,21025
28109,28110,0,24756,tipo_7,casado/a,
28110,28111,12000,31419,tipo_10,casado/a,
28111,28112,0,16665,tipo_3,viudo/a,
28112,28113,0,35805,tipo_10,viudo/a,
28113,28114,8400,36897,tipo_10,viudo/a,9158
28114,28115,21000,40776,tipo_10,casado/a,18143
28115,28116,15000,24690,tipo_7,soltero/a,
28116,28117,8400,21414,tipo_6,soltero/a,
28117,28118,12000,18703,tipo_4,viudo/a,
28118,28119,21000,33379,tipo_10,casado/a,38624
28119,28120,21000,36074,tipo_10,casado/a,
28120,28121,0,38221,tipo_10,soltero/a,
28121,28122,12000,39308,tipo_10,casado/a,
28122,28123,21000,35071,tipo_10,viudo/a,20162
28123,28124,21000,30550,tipo_10,viudo/a,
28124,28125,21000,27617,tipo_9,soltero/a,
28125,28126,15000,11190,tipo_1,soltero/a,25183
28126,28127,21000,35454,tipo_10,casado/a,12705
28127,28128,8400,36828,tipo_10,casado/a,36485
28128,28129,12000,30301,tipo_10,soltero/a,
28129,28130,18000,12800,tipo_2,casado/a,39159
28130,28131,21000,27532,tipo_9,casado/a,
28131,28132,12000,9031,tipo_1,viudo/a,
28132,28133,12000,6954,tipo_1,soltero/a,33960
28133,28134,0,20041,tipo_5,viudo/a,23915
28134,28135,18000,17757,tipo_4,soltero/a,
28135,28136,0,20615,tipo_5,casado/a,
28136,28137,12000,32712,tipo_10,soltero/a,11934
28137,28138,15000,25305,tipo_8,casado/a,
28138,28139,18000,16837,tipo_4,viudo/a,
28139,28140,0,26567,tipo_8,soltero/a,
28140,28141,21000,12271,tipo_1,viudo/a,
28141,28142,21000,40632,tipo_10,viudo/a,26272
28142,28143,8400,31793,tipo_10,casado/a,23651
28143,28144,21000,28716,tipo_9,viudo/a,
28144,28145,12000,25486,tipo_8,viudo/a,
28145,28146,8400,18473,tipo_4,soltero/a,41539
28146,28147,12000,7909,tipo_1,soltero/a,32377
28147,28148,15000,29230,tipo_9,casado/a,40080
28148,28149,8400,29935,tipo_10,soltero/a,
28149,28150,18000,23074,tipo_6,viudo/a,16174
28150,28151,21000,17005,tipo_4,viudo/a,
28151,28152,0,38687,tipo_10,soltero/a,16366
28152,28153,8400,34174,tipo_10,soltero/a,
28153,28154,8400,12541,tipo_1,casado/a,
28154,28155,8400,18125,tipo_4,viudo/a,
28155,28156,18000,24348,tipo_7,soltero/a,
28156,28157,18000,31944,tipo_10,casado/a,
28157,28158,8400,38232,tipo_10,soltero/a,
28158,28159,0,22973,tipo_6,casado/a,38884
28159,28160,0,30514,tipo_10,casado/a,17770
28160,28161,18000,15079,tipo_3,soltero/a,
28161,28162,18000,33730,tipo_10,casado/a,
28162,28163,0,14175,tipo_2,casado/a,14699
28163,28164,8400,17632,tipo_4,casado/a,21852
28164,28165,8400,32746,tipo_10,soltero/a,
28165,28166,12000,14501,tipo_2,viudo/a,
28166,28167,21000,9504,tipo_1,viudo/a,
28167,28168,8400,12806,tipo_2,viudo/a,
28168,28169,21000,25331,tipo_8,soltero/a,
28169,28170,12000,35790,tipo_10,viudo/a,
28170,28171,18000,37220,tipo_10,soltero/a,15693
28171,28172,18000,33117,tipo_10,casado/a,36227
28172,28173,21000,37903,tipo_10,soltero/a,31967
28173,28174,12000,21519,tipo_6,viudo/a,
28174,28175,12000,9898,tipo_1,casado/a,
28175,28176,12000,12255,tipo_1,casado/a,
28176,28177,15000,39711,tipo_10,soltero/a,
28177,28178,21000,30656,tipo_10,casado/a,
28178,28179,21000,34909,tipo_10,soltero/a,17976
28179,28180,18000,36784,tipo_10,soltero/a,
28180,28181,15000,25327,tipo_8,soltero/a,25763
28181,28182,21000,24927,tipo_7,viudo/a,
28182,28183,15000,11610,tipo_1,viudo/a,21028
28183,28184,0,11266,tipo_1,soltero/a,
28184,28185,21000,21606,tipo_6,casado/a,
28185,28186,15000,10741,tipo_1,soltero/a,
28186,28187,18000,40747,tipo_10,viudo/a,36181
28187,28188,0,20694,tipo_5,viudo/a,
28188,28189,18000,22823,tipo_6,viudo/a,35824
28189,28190,8400,21517,tipo_6,viudo/a,
28190,28191,12000,33467,tipo_10,viudo/a,
28191,28192,12000,30574,tipo_10,casado/a,
28192,28193,21000,8227,tipo_1,soltero/a,
28193,28194,15000,11322,tipo_1,viudo/a,
28194,28195,15000,22627,tipo_6,casado/a,
28195,28196,21000,35962,tipo_10,soltero/a,
28196,28197,15000,19719,tipo_5,casado/a,
28197,28198,12000,25324,tipo_8,viudo/a,
28198,28199,8400,6933,tipo_1,casado/a,
28199,28200,15000,36205,tipo_10,soltero/a,9821
28200,28201,15000,7708,tipo_1,viudo/a,
28201,28202,12000,10584,tipo_1,casado/a,24868
28202,28203,15000,17100,tipo_4,viudo/a,24458
28203,28204,0,31220,tipo_10,casado/a,
28204,28205,12000,31666,tipo_10,casado/a,18490
28205,28206,12000,20725,tipo_5,casado/a,
28206,28207,15000,22038,tipo_6,soltero/a,14561
28207,28208,21000,39976,tipo_10,soltero/a,
28208,28209,12000,18403,tipo_4,soltero/a,
28209,28210,0,41946,tipo_10,soltero/a,
28210,28211,21000,24862,tipo_7,soltero/a,
28211,28212,8400,35634,tipo_10,casado/a,30565
28212,28213,18000,25614,tipo_8,casado/a,
28213,28214,18000,37165,tipo_10,soltero/a,9978
28214,28215,0,39693,tipo_10,soltero/a,
28215,28216,12000,42374,tipo_10,viudo/a,
28216,28217,15000,10194,tipo_1,soltero/a,
28217,28218,0,19256,tipo_5,casado/a,15579
28218,28219,8400,34782,tipo_10,soltero/a,
28219,28220,12000,24915,tipo_7,casado/a,29017
28220,28221,15000,16809,tipo_4,soltero/a,
28221,28222,8400,10825,tipo_1,casado/a,
28222,28223,12000,38999,tipo_10,viudo/a,15252
28223,28224,8400,26498,tipo_8,soltero/a,
28224,28225,0,21705,tipo_6,casado/a,
28225,28226,15000,38972,tipo_10,casado/a,36786
28226,28227,15000,30402,tipo_10,viudo/a,
28227,28228,8400,9280,tipo_1,soltero/a,
28228,28229,15000,30251,tipo_10,viudo/a,
28229,28230,8400,22532,tipo_6,viudo/a,
28230,28231,0,26772,tipo_8,viudo/a,
28231,28232,18000,33839,tipo_10,casado/a,
28232,28233,8400,19233,tipo_5,viudo/a,
28233,28234,15000,41519,tipo_10,viudo/a,
28234,28235,21000,22076,tipo_6,soltero/a,
28235,28236,15000,40850,tipo_10,soltero/a,
28236,28237,15000,12330,tipo_1,viudo/a,13959
28237,28238,18000,38060,tipo_10,viudo/a,
28238,28239,18000,15320,tipo_3,soltero/a,28665
28239,28240,8400,34123,tipo_10,soltero/a,
28240,28241,21000,36590,tipo_10,viudo/a,35839
28241,28242,18000,26227,tipo_8,viudo/a,
28242,28243,8400,8227,tipo_1,viudo/a,9535
28243,28244,8400,25500,tipo_8,soltero/a,
28244,28245,0,21774,tipo_6,soltero/a,
28245,28246,18000,25759,tipo_8,viudo/a,
28246,28247,12000,34390,tipo_10,viudo/a,
28247,28248,8400,9395,tipo_1,casado/a,35080
28248,28249,15000,40951,tipo_10,viudo/a,37367
28249,28250,12000,36619,tipo_10,viudo/a,
28250,28251,21000,22090,tipo_6,soltero/a,34174
28251,28252,18000,13940,tipo_2,viudo/a,11746
28252,28253,15000,7588,tipo_1,casado/a,
28253,28254,21000,11094,tipo_1,viudo/a,14347
28254,28255,15000,42095,tipo_10,casado/a,
28255,28256,0,15999,tipo_3,casado/a,
28256,28257,21000,33049,tipo_10,casado/a,
28257,28258,15000,28015,tipo_9,viudo/a,
28258,28259,15000,17411,tipo_4,viudo/a,
28259,28260,15000,10953,tipo_1,casado/a,
28260,28261,15000,42417,tipo_10,viudo/a,
28261,28262,0,25420,tipo_8,casado/a,
28262,28263,12000,18741,tipo_4,viudo/a,14657
28263,28264,0,28233,tipo_9,soltero/a,
28264,28265,18000,10665,tipo_1,soltero/a,
28265,28266,12000,16300,tipo_3,soltero/a,
28266,28267,0,10818,tipo_1,casado/a,
28267,28268,8400,30774,tipo_10,viudo/a,
28268,28269,21000,14445,tipo_2,casado/a,
28269,28270,0,33960,tipo_10,soltero/a,
28270,28271,12000,23484,tipo_7,soltero/a,
28271,28272,18000,25151,tipo_7,viudo/a,
28272,28273,12000,16187,tipo_3,soltero/a,
28273,28274,18000,23240,tipo_7,casado/a,
28274,28275,0,39063,tipo_10,casado/a,
28275,28276,15000,20080,tipo_5,soltero/a,
28276,28277,0,42205,tipo_10,soltero/a,30030
28277,28278,15000,30160,tipo_10,viudo/a,
28278,28279,18000,16713,tipo_3,casado/a,
28279,28280,15000,42656,tipo_10,soltero/a,22377
28280,28281,15000,14299,tipo_2,casado/a,
28281,28282,0,19542,tipo_5,casado/a,21149
28282,28283,12000,34585,tipo_10,soltero/a,
28283,28284,15000,34392,tipo_10,soltero/a,
28284,28285,8400,21560,tipo_6,casado/a,
28285,28286,18000,39722,tipo_10,viudo/a,25043
28286,28287,0,16380,tipo_3,soltero/a,11981
28287,28288,12000,27003,tipo_8,soltero/a,
28288,28289,18000,18756,tipo_4,casado/a,33833
28289,28290,8400,32384,tipo_10,viudo/a,40260
28290,28291,21000,33210,tipo_10,viudo/a,
28291,28292,12000,29391,tipo_9,casado/a,
28292,28293,8400,34407,tipo_10,casado/a,
28293,28294,21000,17903,tipo_4,casado/a,
28294,28295,18000,22394,tipo_6,viudo/a,
28295,28296,18000,34298,tipo_10,viudo/a,
28296,28297,18000,14175,tipo_2,viudo/a,
28297,28298,8400,27175,tipo_8,viudo/a,
28298,28299,15000,26246,tipo_8,soltero/a,
28299,28300,21000,19363,tipo_5,viudo/a,25743
28300,28301,15000,16858,tipo_4,soltero/a,
28301,28302,12000,33429,tipo_10,casado/a,
28302,28303,0,7777,tipo_1,viudo/a,
28303,28304,12000,8906,tipo_1,viudo/a,26616
28304,28305,8400,37317,tipo_10,soltero/a,
28305,28306,8400,38437,tipo_10,soltero/a,
28306,28307,12000,27153,tipo_8,casado/a,
28307,28308,18000,7574,tipo_1,soltero/a,15694
28308,28309,0,13793,tipo_2,soltero/a,21788
28309,28310,21000,13067,tipo_2,viudo/a,32886
28310,28311,18000,9529,tipo_1,soltero/a,34364
28311,28312,12000,21200,tipo_6,soltero/a,
28312,28313,18000,11642,tipo_1,casado/a,
28313,28314,12000,41614,tipo_10,soltero/a,
28314,28315,15000,16827,tipo_4,viudo/a,7103
28315,28316,0,17796,tipo_4,casado/a,
28316,28317,12000,32282,tipo_10,viudo/a,
28317,28318,21000,10837,tipo_1,viudo/a,
28318,28319,15000,17632,tipo_4,soltero/a,
28319,28320,8400,18221,tipo_4,soltero/a,
28320,28321,12000,13525,tipo_2,soltero/a,
28321,28322,15000,8868,tipo_1,soltero/a,
28322,28323,8400,25312,tipo_8,viudo/a,
28323,28324,15000,13200,tipo_2,casado/a,
28324,28325,8400,37830,tipo_10,viudo/a,
28325,28326,15000,42527,tipo_10,soltero/a,38215
28326,28327,8400,16977,tipo_4,soltero/a,
28327,28328,0,36636,tipo_10,casado/a,30232
28328,28329,8400,19103,tipo_5,soltero/a,
28329,28330,18000,30232,tipo_10,soltero/a,
28330,28331,15000,17051,tipo_4,viudo/a,7221
28331,28332,18000,26710,tipo_8,viudo/a,
28332,28333,18000,20642,tipo_5,soltero/a,10249
28333,28334,8400,19484,tipo_5,soltero/a,9115
28334,28335,15000,19556,tipo_5,soltero/a,
28335,28336,21000,38064,tipo_10,casado/a,
28336,28337,12000,37620,tipo_10,soltero/a,36860
28337,28338,21000,38600,tipo_10,soltero/a,11602
28338,28339,12000,13610,tipo_2,soltero/a,39904
28339,28340,0,10038,tipo_1,soltero/a,
28340,28341,21000,27106,tipo_8,viudo/a,33091
28341,28342,15000,32078,tipo_10,soltero/a,
28342,28343,0,27766,tipo_9,soltero/a,
28343,28344,0,35460,tipo_10,soltero/a,7898
28344,28345,21000,18923,tipo_5,casado/a,
28345,28346,8400,36283,tipo_10,soltero/a,33659
28346,28347,15000,25908,tipo_8,casado/a,38518
28347,28348,0,41214,tipo_10,soltero/a,
28348,28349,18000,41725,tipo_10,viudo/a,
28349,28350,12000,33626,tipo_10,viudo/a,15667
28350,28351,18000,38766,tipo_10,viudo/a,
28351,28352,8400,23669,tipo_7,viudo/a,
28352,28353,12000,15285,tipo_3,casado/a,
28353,28354,18000,26143,tipo_8,soltero/a,7950
28354,28355,0,17912,tipo_4,soltero/a,21351
28355,28356,21000,41659,tipo_10,soltero/a,
28356,28357,8400,27823,tipo_9,viudo/a,39460
28357,28358,21000,14772,tipo_3,casado/a,34284
28358,28359,8400,22995,tipo_6,soltero/a,16973
28359,28360,12000,39994,tipo_10,casado/a,
28360,28361,0,32715,tipo_10,viudo/a,13492
28361,28362,21000,17642,tipo_4,viudo/a,
28362,28363,8400,18103,tipo_4,soltero/a,
28363,28364,18000,42057,tipo_10,soltero/a,
28364,28365,21000,10098,tipo_1,soltero/a,
28365,28366,8400,38695,tipo_10,casado/a,21701
28366,28367,0,40928,tipo_10,casado/a,
28367,28368,18000,14802,tipo_3,casado/a,
28368,28369,15000,36265,tipo_10,soltero/a,36877
28369,28370,18000,21204,tipo_6,casado/a,
28370,28371,12000,26883,tipo_8,viudo/a,
28371,28372,0,18478,tipo_4,viudo/a,17112
28372,28373,18000,11778,tipo_1,viudo/a,15774
28373,28374,12000,27679,tipo_9,casado/a,
28374,28375,15000,26171,tipo_8,soltero/a,
28375,28376,15000,18055,tipo_4,soltero/a,24720
28376,28377,18000,9455,tipo_1,casado/a,
28377,28378,18000,22445,tipo_6,soltero/a,
28378,28379,8400,20265,tipo_5,viudo/a,
28379,28380,21000,26969,tipo_8,soltero/a,
28380,28381,18000,42524,tipo_10,casado/a,
28381,28382,21000,39798,tipo_10,viudo/a,
28382,28383,0,38228,tipo_10,casado/a,12912
28383,28384,18000,10532,tipo_1,casado/a,32188
28384,28385,18000,20617,tipo_5,viudo/a,
28385,28386,12000,31782,tipo_10,viudo/a,24238
28386,28387,8400,33779,tipo_10,casado/a,
28387,28388,8400,15557,tipo_3,soltero/a,24343
28388,28389,15000,20814,tipo_5,soltero/a,14922
28389,28390,8400,13505,tipo_2,viudo/a,
28390,28391,15000,30829,tipo_10,viudo/a,
28391,28392,12000,22360,tipo_6,viudo/a,
28392,28393,21000,34326,tipo_10,soltero/a,13002
28393,28394,0,12189,tipo_1,viudo/a,10833
28394,28395,18000,12025,tipo_1,casado/a,14415
28395,28396,15000,21558,tipo_6,viudo/a,16539
28396,28397,12000,18049,tipo_4,viudo/a,
28397,28398,0,29409,tipo_10,casado/a,
28398,28399,0,40062,tipo_10,casado/a,
28399,28400,18000,26680,tipo_8,soltero/a,7356
28400,28401,21000,8555,tipo_1,casado/a,
28401,28402,8400,34274,tipo_10,viudo/a,
28402,28403,0,36313,tipo_10,soltero/a,42820
28403,28404,12000,16325,tipo_3,viudo/a,
28404,28405,21000,23943,tipo_7,soltero/a,
28405,28406,0,42452,tipo_10,viudo/a,
28406,28407,0,26782,tipo_8,soltero/a,
28407,28408,18000,23037,tipo_6,casado/a,
28408,28409,8400,19241,tipo_5,casado/a,23788
28409,28410,15000,40900,tipo_10,casado/a,25928
28410,28411,18000,37464,tipo_10,soltero/a,33581
28411,28412,21000,37295,tipo_10,soltero/a,
28412,28413,18000,35277,tipo_10,casado/a,
28413,28414,12000,34359,tipo_10,viudo/a,41567
28414,28415,21000,12214,tipo_1,soltero/a,
28415,28416,8400,32894,tipo_10,viudo/a,13860
28416,28417,12000,27760,tipo_9,casado/a,
28417,28418,12000,15955,tipo_3,soltero/a,34976
28418,28419,21000,27233,tipo_8,casado/a,
28419,28420,15000,8551,tipo_1,casado/a,30606
28420,28421,21000,29352,tipo_9,casado/a,
28421,28422,12000,6823,tipo_1,soltero/a,15516
28422,28423,21000,36802,tipo_10,casado/a,24807
28423,28424,15000,11555,tipo_1,viudo/a,
28424,28425,8400,19778,tipo_5,casado/a,
28425,28426,8400,10692,tipo_1,casado/a,
28426,28427,21000,12670,tipo_2,viudo/a,41090
28427,28428,8400,18532,tipo_4,soltero/a,
28428,28429,0,41708,tipo_10,soltero/a,
28429,28430,18000,29594,tipo_10,viudo/a,
28430,28431,8400,24251,tipo_7,viudo/a,
28431,28432,12000,39256,tipo_10,soltero/a,
28432,28433,0,12604,tipo_2,casado/a,41021
28433,28434,18000,17142,tipo_4,casado/a,14876
28434,28435,21000,14173,tipo_2,casado/a,23498
28435,28436,0,36899,tipo_10,viudo/a,
28436,28437,0,32586,tipo_10,viudo/a,
28437,28438,15000,42543,tipo_10,viudo/a,
28438,28439,8400,33449,tipo_10,viudo/a,27316
28439,28440,15000,24555,tipo_7,casado/a,
28440,28441,15000,28245,tipo_9,viudo/a,39694
28441,28442,0,22778,tipo_6,casado/a,12150
28442,28443,21000,36161,tipo_10,soltero/a,
28443,28444,12000,21357,tipo_6,casado/a,
28444,28445,12000,28204,tipo_9,casado/a,
28445,28446,12000,15135,tipo_3,viudo/a,20679
28446,28447,8400,35469,tipo_10,soltero/a,33375
28447,28448,18000,20990,tipo_5,viudo/a,
28448,28449,8400,34811,tipo_10,soltero/a,
28449,28450,21000,10232,tipo_1,casado/a,
28450,28451,15000,32415,tipo_10,casado/a,
28451,28452,21000,8869,tipo_1,soltero/a,
28452,28453,21000,28824,tipo_9,soltero/a,
28453,28454,0,33608,tipo_10,viudo/a,
28454,28455,15000,9313,tipo_1,viudo/a,41520
28455,28456,15000,12890,tipo_2,casado/a,
28456,28457,8400,28696,tipo_9,viudo/a,
28457,28458,15000,21828,tipo_6,viudo/a,15519
28458,28459,18000,31166,tipo_10,viudo/a,27481
28459,28460,8400,39564,tipo_10,casado/a,
28460,28461,21000,14335,tipo_2,soltero/a,
28461,28462,21000,19276,tipo_5,casado/a,
28462,28463,18000,16050,tipo_3,casado/a,
28463,28464,15000,19289,tipo_5,viudo/a,36527
28464,28465,12000,28495,tipo_9,soltero/a,22799
28465,28466,8400,34120,tipo_10,soltero/a,
28466,28467,12000,29579,tipo_10,soltero/a,25094
28467,28468,0,40605,tipo_10,viudo/a,8011
28468,28469,12000,16334,tipo_3,soltero/a,
28469,28470,12000,10134,tipo_1,casado/a,39136
28470,28471,21000,6838,tipo_1,soltero/a,
28471,28472,12000,39610,tipo_10,casado/a,
28472,28473,0,18705,tipo_4,casado/a,
28473,28474,12000,24349,tipo_7,soltero/a,10878
28474,28475,21000,31316,tipo_10,soltero/a,
28475,28476,18000,19201,tipo_5,casado/a,
28476,28477,0,19891,tipo_5,casado/a,
28477,28478,21000,39746,tipo_10,soltero/a,
28478,28479,8400,42187,tipo_10,casado/a,
28479,28480,21000,10461,tipo_1,casado/a,
28480,28481,15000,41627,tipo_10,soltero/a,
28481,28482,21000,17955,tipo_4,soltero/a,
28482,28483,0,14987,tipo_3,soltero/a,
28483,28484,21000,15365,tipo_3,soltero/a,
28484,28485,8400,18416,tipo_4,casado/a,
28485,28486,21000,14558,tipo_2,soltero/a,18844
28486,28487,18000,36291,tipo_10,viudo/a,
28487,28488,0,19126,tipo_5,viudo/a,
28488,28489,15000,24921,tipo_7,casado/a,
28489,28490,0,36806,tipo_10,viudo/a,
28490,28491,15000,41880,tipo_10,viudo/a,9444
28491,28492,18000,21940,tipo_6,casado/a,
28492,28493,8400,22725,tipo_6,casado/a,
28493,28494,0,15458,tipo_3,casado/a,
28494,28495,8400,8451,tipo_1,viudo/a,26343
28495,28496,15000,17373,tipo_4,viudo/a,
28496,28497,18000,10875,tipo_1,viudo/a,33305
28497,28498,0,29046,tipo_9,casado/a,18891
28498,28499,8400,16425,tipo_3,soltero/a,28016
28499,28500,12000,33412,tipo_10,soltero/a,31881
28500,28501,15000,38409,tipo_10,viudo/a,
28501,28502,15000,40422,tipo_10,casado/a,
28502,28503,0,9466,tipo_1,viudo/a,
28503,28504,18000,34118,tipo_10,soltero/a,
28504,28505,0,18353,tipo_4,soltero/a,24037
28505,28506,21000,32007,tipo_10,viudo/a,
28506,28507,8400,28768,tipo_9,casado/a,8168
28507,28508,18000,26095,tipo_8,casado/a,19838
28508,28509,15000,17955,tipo_4,viudo/a,
28509,28510,12000,10914,tipo_1,soltero/a,
28510,28511,0,14904,tipo_3,soltero/a,38465
28511,28512,0,38851,tipo_10,viudo/a,
28512,28513,15000,36191,tipo_10,casado/a,
28513,28514,15000,12894,tipo_2,viudo/a,
28514,28515,8400,22945,tipo_6,soltero/a,
28515,28516,18000,22196,tipo_6,soltero/a,36534
28516,28517,18000,34193,tipo_10,casado/a,
28517,28518,8400,33086,tipo_10,soltero/a,10518
28518,28519,18000,24435,tipo_7,casado/a,
28519,28520,12000,10952,tipo_1,casado/a,
28520,28521,15000,11007,tipo_1,viudo/a,29694
28521,28522,12000,16307,tipo_3,soltero/a,18404
28522,28523,0,7564,tipo_1,casado/a,
28523,28524,15000,20191,tipo_5,viudo/a,7813
28524,28525,12000,22766,tipo_6,soltero/a,12748
28525,28526,15000,36505,tipo_10,viudo/a,
28526,28527,21000,7028,tipo_1,viudo/a,
28527,28528,8400,22317,tipo_6,casado/a,
28528,28529,18000,18855,tipo_4,viudo/a,7861
28529,28530,12000,27886,tipo_9,casado/a,
28530,28531,0,33320,tipo_10,soltero/a,16668
28531,28532,18000,18631,tipo_4,viudo/a,
28532,28533,18000,17892,tipo_4,casado/a,42066
28533,28534,18000,29555,tipo_10,soltero/a,
28534,28535,12000,35484,tipo_10,soltero/a,
28535,28536,15000,18949,tipo_5,viudo/a,
28536,28537,0,19922,tipo_5,soltero/a,
28537,28538,0,41574,tipo_10,soltero/a,26871
28538,28539,0,20758,tipo_5,viudo/a,
28539,28540,15000,32879,tipo_10,soltero/a,7147
28540,28541,21000,20713,tipo_5,casado/a,
28541,28542,0,25781,tipo_8,viudo/a,
28542,28543,21000,37996,tipo_10,viudo/a,
28543,28544,21000,15176,tipo_3,viudo/a,
28544,28545,21000,27502,tipo_9,viudo/a,19777
28545,28546,18000,24370,tipo_7,casado/a,
28546,28547,0,41183,tipo_10,soltero/a,
28547,28548,15000,42579,tipo_10,soltero/a,21571
28548,28549,18000,17642,tipo_4,casado/a,
28549,28550,12000,20276,tipo_5,soltero/a,
28550,28551,15000,29851,tipo_10,viudo/a,
28551,28552,21000,42545,tipo_10,casado/a,
28552,28553,8400,37786,tipo_10,soltero/a,
28553,28554,0,12339,tipo_1,casado/a,22681
28554,28555,8400,10207,tipo_1,soltero/a,39249
28555,28556,8400,20645,tipo_5,casado/a,
28556,28557,15000,35685,tipo_10,soltero/a,21187
28557,28558,12000,22447,tipo_6,viudo/a,
28558,28559,12000,9191,tipo_1,viudo/a,
28559,28560,8400,38990,tipo_10,casado/a,
28560,28561,21000,8565,tipo_1,soltero/a,
28561,28562,12000,29062,tipo_9,soltero/a,
28562,28563,0,20277,tipo_5,casado/a,
28563,28564,0,31983,tipo_10,casado/a,
28564,28565,18000,34020,tipo_10,soltero/a,18152
28565,28566,15000,12025,tipo_1,soltero/a,
28566,28567,0,9142,tipo_1,casado/a,19954
28567,28568,15000,24292,tipo_7,viudo/a,34115
28568,28569,18000,22099,tipo_6,casado/a,
28569,28570,8400,17888,tipo_4,casado/a,19544
28570,28571,21000,27784,tipo_9,soltero/a,31471
28571,28572,8400,10163,tipo_1,casado/a,
28572,28573,18000,33431,tipo_10,soltero/a,31523
28573,28574,18000,21517,tipo_6,viudo/a,
28574,28575,12000,19296,tipo_5,casado/a,
28575,28576,21000,20446,tipo_5,casado/a,21333
28576,28577,0,29396,tipo_9,casado/a,
28577,28578,0,9807,tipo_1,viudo/a,
28578,28579,0,34599,tipo_10,viudo/a,
28579,28580,21000,11370,tipo_1,casado/a,
28580,28581,21000,40098,tipo_10,casado/a,
28581,28582,8400,39771,tipo_10,soltero/a,
28582,28583,8400,40566,tipo_10,casado/a,41216
28583,28584,15000,27895,tipo_9,casado/a,
28584,28585,21000,33756,tipo_10,soltero/a,
28585,28586,21000,31583,tipo_10,soltero/a,
28586,28587,0,8810,tipo_1,casado/a,
28587,28588,0,36920,tipo_10,viudo/a,16692
28588,28589,21000,32526,tipo_10,casado/a,32453
28589,28590,12000,10567,tipo_1,casado/a,33315
28590,28591,18000,10763,tipo_1,soltero/a,
28591,28592,15000,15162,tipo_3,soltero/a,
28592,28593,12000,7109,tipo_1,casado/a,17540
28593,28594,8400,37450,tipo_10,casado/a,
28594,28595,8400,36613,tipo_10,viudo/a,18667
28595,28596,12000,17647,tipo_4,viudo/a,
28596,28597,15000,32192,tipo_10,viudo/a,24522
28597,28598,15000,38235,tipo_10,casado/a,
28598,28599,18000,36557,tipo_10,soltero/a,
28599,28600,0,13200,tipo_2,soltero/a,
